SMILES,lambda_abs (raw),Score,step,dim1,dim2
c1ccc(N(c2ccccc2)c2ccc(-c3ccc(N(c4ccccc4)c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3)cc2)cc1,362.1734,0.0332521,15,0.82533455,5.441612
CCCCCCCN1c2ccccc2Sc2cc(-c3ccc(-c4ccc(N(c5ccc(C=C(C#N)C#N)cc5)c5ccc(OCCCCCC)cc5)cc4)cc3)ccc21,463.1796,0.9042676,15,5.479021,8.572826
CCCCC1c2ccccc2N(CCCC)c2ccc(-c3ccc(-c4ccc(C=C(C#N)C#N)cc4)s3)cc21,478.8985,0.9208246,15,6.3170266,9.479019
CCCCCCOc1ccc(N(c2ccc(F)cc2)c2ccc(-c3oc(CCCCCC)cc3-c3ccc(N(CC(CC)CCCC)c4ccc(OCC(CC)CCCC)cc4)cc3)cc2)cc1,372.3651,0.0740431,15,3.7927527,6.1522813
N#Cc1cc2ccc3ccccc3c2cc1C#N,338.9978,0.0046662,15,-2.5243974,8.480334
CC(C)(C)n1c(=O)c2c(N(c3ccc(C#N)cc3)c3cccs3)ccc(-c3ccc(C(F)(F)F)cc3)c2n(C#N)c1=NC#N,410.5964,0.6927479,15,0.6312628,6.2964597
N#CC(C#N)=Cc1ccc(N(c2ccc(-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)s3)cc2)c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,464.315,0.9210911,15,7.4613447,11.294989
CN(CCO)c1ccc(C=CC(=O)c2ccc(N)cc2)cc1,415.5246,0.7914968,15,-1.4580806,10.753327
CCCCC[n+]1ccc(-c2ccc(-c3ccc(C(C)(C)C)cc3)s2)cc1,398.7487,0.468749,15,0.49312982,7.9110518
COc1ccc(N(c2ccc(C=Cc3nc4ccccc4s3)cc2)c2ccc(OC)cc2)cc1,430.4331,0.8982215,15,2.3152359,7.3766823
CCCCCCOc1ccc(-c2cccc3c2C(=O)N(CCCCCC)C3=O)cc1,348.1125,0.010125,15,3.1539116,6.6650085
CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3ccc(C=C(C#N)C#N)s3)cc2)cc1,518.029,0.5167516,15,5.559134,7.1976132
CCN(CC)c1ccc(C(=O)Nc2cn3ccc(C#N)cc3c2C(=O)NC)cc1,403.1091,0.5742925,15,0.9098185,9.440375
O=c1c2ccccc2nnn1C1CCSc2ccccc21,351.7515,0.0141906,15,-1.6240393,8.052347
NS(=O)(=O)c1ccc(-n2nccc2-c2ccc(F)c(F)c2)cc1,282.6705,3.43e-05,15,-1.0520326,8.607484
CCCCCCOc1ccc(N(c2ccc(C=Cc3ccc(N(CCCCCC)c4ccc(C=c5c(=C(C#N)C#N)sc6ccccc56)cc4)cc3)cc2)c2ccc(C=C(C#N)C#N)cc2)cc1,516.8997,0.5257059,15,4.9005694,8.08978
N#Cc1ccc(C=Cc2ccc(N(c3ccc(C=Cc4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3)c3ccc(-n4ccc5ccccc54)cc3)cc2)cc1,411.3858,0.6978191,15,1.8083404,7.5492287
N#CN(c1ccc(C=C(c2ccccc2)c2ccccc2)cc1)c1ccc(C=C(c2ccccc2)c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,385.1354,0.2010429,15,4.507648,11.241233
CCOc1ccc(N(c2ccc(C=Cc3cccs3)cc2)c2ccc3c(ccc4ccccc43)c2)cc1,398.9413,0.4660592,15,1.9282027,7.2694774
C=C1NC=Cc2cc(-c3cccc4ccccc34)sc21,399.3393,0.4905684,15,-2.5628884,7.971372
N#CC(C#N)=Cc1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)c3ccccc23)s1,480.0979,0.9270143,15,9.019445,10.82672
Cc1cc(=Cc2ccc(N(c3ccc(C#N)cc3)c3ccc(N4C(=C(C#N)C#N)Sc5cc(C=C(C#N)C#N)ccc54)cc3)cc2)c2cccc3cccc1c32,451.4908,0.9237015,15,6.0832353,10.892424
Cc1ccc(N(c2ccc(-c3ccc(C=C(C#N)C#N)s3)cc2)c2ccc(-c3sc(N)nc3-c3ccccc3)cc2)cc1,508.4925,0.7083961,15,9.301896,10.9467945
c1ccc2c(c1)ccc1ccc(C3NCCCS3)cc12,311.7931,0.000434,15,-2.659505,8.110409
CCCCN(c1ccc(C=Cc2ccc(C=C(C#N)C#N)s2)cc1)c1ccc(-c2ccc(N(c3ccc(C#N)cc3)c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)cc1,508.093,0.6989491,15,7.2698426,10.114981
CCOc1ccc(N(c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2ccc(N(c3ccc(-c4ccc(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)s4)cc3)c3cccc4ccccc34)cc2)cc1,411.2813,0.6899333,15,2.731613,5.5565367
CN(C)c1ccc(-c2c(N=Nc3ccc(N(C)CCO)cc3)sc(-c3ccc(C=C(C#N)C#N)cc3)c2C#N)cc1,556.0844,0.0384911,15,4.799485,10.232053
CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3c4ccccc4c(-c4ccc(N(c5ccc(C=C(c6ccccc6)c6ccccc6)cc5)c5ccc(N(CCCCCC)c6ccccc6)cc5)cc4)c4ccccc34)cc2)cc1,423.5525,0.7955659,15,4.0855236,7.761218
CC(=O)c1ccc(N=Nc2ccc(OCCOc3ccc([N+](=O)[O-])cc3)c3ccccc23)cc1,460.0193,0.9181846,15,-0.04563381,10.931695
N#CC(C#N)=Cc1ccc(-c2ccc3nc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)sc3c2-c2ccc(N(c3ccc(F)cc3)c3ccc(F)cc3)cc2)s1,450.8974,0.9195133,15,9.348671,10.955394
O=C=C1CCc2ccccc2N1c1ccccc1,390.2799,0.3024021,15,-0.94804305,8.091578
COc1ccc(N(c2ccccc2)c2ccc(C=C(C#N)c3ccc(C=C(C#N)C#N)s3)cc2)cc1,527.4813,0.3348608,16,4.9314246,11.834944
N#Cc1c(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)sc(-c2cccs2)c1-c1ccco1,399.441,0.4779389,16,1.2756193,5.2685475
CCCCCCCCc1ccccc1-c1ccc(-[n+]2ccc(-c3ccc(-c4ccc(-c5ccc(N(c6ccccc6)c6ccccc6)s5)s4)s3)s2)s1,454.623,0.9060945,16,1.9910579,5.7874637
C=CC(=O)Nc1nc2ccc3oc4ccccc4c3c2c2ccccc12,351.7583,0.0139288,16,-2.1158051,8.249199
Cc1cc(N)cc(N)c1,287.3485,5.09e-05,16,-0.63679826,8.871293
CCN(CC)c1ccc(C=c2sc(=C(C#N)C#N)n(-c3ccc(F)cc3)c2=O)cc1,493.5343,0.9014326,16,3.4587877,10.18355
CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(N(c3ccc(C=C(C#N)C#N)cc3)c3ccc(C=C(C#N)C(C#N)=Cc4ccc(N(C)C)cc4)cc3)cc2)cc1,484.4269,0.8609129,16,4.861615,8.122019
Fc1ccccc1-c1csc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)n1,371.4949,0.0737859,16,0.89359087,5.2587113
O=S(=O)(Nc1cc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)sc1-c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1cccc2ccccc12,406.2203,0.6097318,16,1.3593158,5.090675
CCN(CC)c1ccc2c(c1)N(C)C1=CC(=N)C=CC1=C(c1ccc(N(C)C)cc1)O2,487.4006,0.9336625,16,1.0676938,9.80583
CCCCCCc1cc(-c2ccc(N(c3ccc(-c4ccc(-c5ccc(C=C(C#N)C#N)s5)s4)cc3)c3ccc(-c4ccc(-c5ccc(N(CCCCCC)C6CCCCC6)s5)s4)cc3)cc2)sc1C=C(C#N)C#N,515.0118,0.5639053,16,6.990189,9.32265
N#CC(C#N)=Cc1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)s1,471.7656,0.9355273,16,8.959998,10.946109
N#CC(=C1c2ccccc2-c2ccccc21)c1ccc([N+](=O)[O-])cc1,371.0055,0.0709034,16,-0.041652437,11.092159
CC[N+](CC)=C(C)c1ccc2occc2c1,315.2613,0.0005848,16,-0.66202486,8.857054
CCc1ccc2c(c1)C(C)(C)C(=CC=C1N(CCCO)c3ccc(C=Cc4c(C#N)cc(C#N)cc4C=Nc4ccc(OC)c(C)c4)cc3C1(C)C)N2CC,556.2233,0.0375942,16,-1.0357403,9.063273
CC(=O)N1CCCC1=C=O,350.4045,0.0124444,16,-1.1721196,9.029857
CSc1ccc(N(c2ccc(C=C(C#N)C#N)cc2)c2ccc(-c3cccs3)cc2)cc1,460.2905,0.942058,16,6.81761,11.911813
CCN(CC)c1ccc(N=Nc2cc(Cl)c3oc(=O)ccc3c2O)cc1,479.1491,0.9465135,16,1.6339054,9.818243
CCN=c1sc2ccccc2cc1-c1ccc(N(CC)CC)cc1,395.7996,0.4128231,16,1.3068818,9.675559
N#CC(C#N)=Cc1ccc(-c2ccc(N(c3ccc(-c4ccc(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)s4)cc3)c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)s1,502.3218,0.7791297,16,8.9882,10.866794
CCN(CC)c1ccc2cc(-c3cc4cc(OC)ccc4[nH]3)c(=O)oc2c1,438.8807,0.9458971,16,1.2785784,10.118663
N#CC(=Cc1ccc(N(C#N)c2ccc(C(C#N)=CC=Cc3ccc(C#N)c(C#N)c3)s2)cc1)c1ccc([N+](=O)[O-])cc1,476.0944,0.879745,16,0.36449376,11.312569
N#CC(C#N)=Cc1ccc(-c2ccc(-c3cc4cc(-c5ccc6c(c5)OCCO6)oc4s3)s2)s1,497.885,0.8410444,16,7.2783637,8.455906
CCCCCCOc1ccc(N(c2ccc(C=Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)c2ccc(C=Cc3ccc(-c4nc5ccccc5s4)s3)cc2)cc1,465.1399,0.9048287,16,3.6077223,6.7200027
CCCCCCOc1ccc(N(c2ccc(OCCCCC)cc2)c2ccc(-c3ccc(-c4ccc(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)s4)s3)cc2)cc1,420.1432,0.7955495,16,3.7020612,6.0336194
CCCCCCC1(CCCCCC)C=Cc2c(OC)c(OC)cc(OC)c21,315.9011,0.00061,16,-0.41011858,8.227152
CSCCCS,254.3638,2.8e-06,16,-0.6308044,8.807926
N#Cc1nn(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)nc1N1c2ccccc2Sc2ccccc21,345.224,0.0077951,16,-0.39094442,6.909513
Fc1ccc(-c2ccc(-c3ccc(N(c4ccc(N(c5ccccc5)c5ccccc5)cc4)c4cccc5ccccc45)cc3)s2)s1,400.9904,0.5058405,16,2.0956948,5.0791907
c1ccc(N(c2ccccc2)c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(-c7ccc(-c8ccc(N(c9ccccc9)c9ccccc9)nc8)s7)cc6)s5)s4)s3)cc2)cc1,424.3194,0.8426505,16,2.1757162,5.005164
N#CC(C#N)=Cc1ccc(-c2ccc(-c3ccc(N(c4ccc(-c5ccc(-c6ccc(N(c7ccccc7)c7ccccc7)s6)s5)cc4)c4cccc5ccccc45)cc3)c3nsnc23)s1,518.2717,0.5144102,16,9.157846,10.8250675
CCOc1cc(-n2cc(C=Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)c3ccccc32)ccc1C=Cc1nc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)nc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)n1,398.5422,0.4430269,16,1.9352471,7.501324
CCCCn1c2ccccc2c2cc(-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)c(C#N)c4)s3)ccc21,387.8699,0.2484896,16,2.0348635,6.2621717
N#CC(C#N)=Cc1sc(C=C(C#N)c2ccc(-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)s3)s2)cc1C#N,571.3037,0.0103845,16,8.388714,11.501618
Fc1ccc2cc(-c3ccc4cc(-c5ccc(-c6ccc(-c7cccs7)s6)s5)sc4c3)sc2c1,419.5701,0.8163442,16,-1.6614714,7.9902897
CCCCCCn1c2ccccc2c2cc(-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)s3)ccc21,376.9257,0.1114974,16,1.9104931,6.169671
COc1ccc(N(c2ccc(C=Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)c2ccc(C=C(C#N)C#N)cc2)cc1,464.9196,0.9211298,16,4.855619,11.496117
COc1ccc(-c2ccc3c(c2)c(=O)oc2cc4ccccc4cc23)cc1,344.8802,0.0075899,16,-1.7735916,7.00868
CCCN(CCC)c1ccc(C=Cc2ccccn2)cc1,376.5639,0.1138253,16,1.8158252,8.604166
Oc1cccc(N2c3ccccc3Sc3ccccc32)c1,314.3446,0.0005404,16,-0.1545759,7.055298
CC(=CC=C1N(C)c2ccccc2C1(C)C)c1ccccc1NC1CCCCC1,402.6464,0.5624453,16,-0.69898707,8.357375
COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccc4c(c3)NC(=O)CC4=O)cc2)cc1,415.5833,0.7826726,16,1.4325873,6.461011
C=[N+](c1ccccc1)c1ccc(N(c2ccc(C=C(C#N)C#N)cc2)c2ccc(-c3ccc(-c4ccc(-c5ccc(Cl)s5)s4)s3)cc2)cc1,461.0081,0.9125205,16,7.3817697,11.332478
CCCCCCOc1c(CCCC)nn(-c2ccc(C=Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)c1-c1ccc(N(c2ccccc2)c2ccc(OCCCC)cc2)cc1,380.6946,0.143354,16,3.596251,6.779521
CCCCN(CCCC)c1ccc(N)c(C=Cc2ccc(N(CCCC)CCCC)cc2-n2cc(C=C(C#N)C#N)cn2)c1,456.2683,0.9128663,16,4.6974773,10.225795
CCCCCCCC[n+]1ccc(C=Cc2ccc(N(C)c3ccccc3C)cc2)cc1,507.6007,0.7282221,16,1.499392,8.012179
CCN(CC)c1ccc(Cc2ccc(Nc3c(-c4ccc(Oc5[nH]c(-c6ccccc6Cl)cc6c[n+](C)c(-c7ccc(N(CC)CC)cc7)c5-6)cc4)c(=O)c3=O)cc2)cc1,449.6596,0.9044541,16,1.0280861,9.84461
CCCC[n+]1ccc(C=Cc2ccc(N(c3ccccc3)c3ccc(C=Cc4ccc(-c5ccc(N(c6ccccc6)c6ccc(C=C(c7ccccc7)c7ccccc7)cc6)cc5)s4)cc3)cc2)cc1,473.9747,0.8967013,16,2.9276145,7.6495423
N#CC(C#N)=Cc1ccc(N(c2ccccc2)c2ccc3c(c2)C(=Cc2ccc(-c4ccc(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)cc4)cc2)c2nc(N(c4ccccc4)c4ccccc4)ncc2-3)cc1,441.4047,0.9024008,16,5.9142175,12.736802
CCCCOc1ccc(N=Nc2ccc(-c3csc(-c4ccc(N(c5ccc(OCCCC)cc5)c5ccc(OCCCC)cc5)s4)n3)s2)cc1,496.573,0.8180251,16,3.679732,5.9768186
CN(C)c1ccc(C(=Cc2ccc(N(c3ccc(C=C(C#N)C#N)cc3)c3ccc(-c4ccc(C=C(C#N)c5ccc(N(c6ccccc6)c6ccccc6)cc5)o4)cc3)s2)c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,462.3604,0.9088475,16,6.938034,12.61313
N#CC(C#N)=Cc1ccc(-c2ccc(N(c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3ccc(-c4ccc(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)s4)s3)cc2)s1,498.3526,0.8175108,16,8.909946,10.8428335
CCCCCCOc1ccc(N(c2ccc(F)cc2)c2ccc(-c3ccc(-c4cc(OC)c(OCCCCCC)c(OCCCCCC)c4)s3)cc2)cc1,385.7923,0.2086332,16,3.7875109,5.974508
N#CC(C#N)=Cc1ccc(C=Cc2ccc(-n3c4ccccc4c4ccccc43)cc2)o1,459.3712,0.9506816,16,5.548265,9.914697
CN(CCO)c1ccc(C=CC(=O)c2ccc(NS(=O)(=O)c3cccc(C#N)c3)cc2)cc1,429.3102,0.9038722,16,-1.5889426,10.869729
N#CC(C#N)=Cc1ccc(-c2ccc(Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)s1,488.1726,0.8983443,16,8.976727,10.917373
CCN1CCN(c2ccc3c(c2)C(N)=NC(N)C3=O)CC1,368.7571,0.0605153,17,-1.0613126,9.004374
c1ccc(N(c2ccccc2)c2ccc(-c3ncnc4sc5cc(-c6ccccn6)sc5c34)cc2)cc1,404.66,0.5878987,17,1.0433482,5.1840982
N#CC1=C(c2ccc(N(c3ccccc3)c3ccccc3)cc2)C(=CC=Cc2ccc(-c3cccc4ccccc34)c(=O)o2)CCC1,461.8864,0.9341236,17,1.2069626,5.33766
COC(O)(C#N)C(C#N)=Cc1ccc(-c2ccc(N(c3ccc(C=C(C#N)c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3)c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)cc1,455.5999,0.8927819,17,4.4204936,12.130329
N#CC(C#N)=Cc1coc2c(N(c3ccccc3)c3ccccc3)c(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c(N)cc12,451.2964,0.9219233,17,6.1956115,12.347088
CCCCCCN(c1ccc(C=C(C#N)c2ccc([N+](=O)[O-])cc2)cc1)c1ccc(C(C#N)=Cc2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,467.8018,0.8857875,17,4.2274756,11.674223
NC=Cc1ccco1,299.3929,0.0001462,17,-1.2514737,8.381818
N#CC(C#N)=Cc1ccc2c(c1)CCc1cccc3c1C2C1C(=O)CC(=O)C=C1N3,417.3365,0.8127196,17,4.9540887,9.490113
CC=CC=CC(=O)c1ccc(N(C)C)cc1,380.4085,0.1506268,17,-0.6552224,9.881493
CCCCCCCCOc1ccc(N(c2ccc(OCCCCCCCC)cc2)c2ccc(-c3ccc(-c4ccc(-c5ccc(N(c6ccc(OCCCCCC)cc6)c6ccc(N(c7ccccc7)c7ccc(OCCCCCC)cc7)cc6)cc5)s4)cc3)s2)cc1,424.3174,0.8091612,17,3.6381063,5.95365
N#CC(C#N)=Cc1ccc(-c2ccc(N(c3ccccc3)c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)cc1,452.4847,0.9326652,17,6.105206,12.724568
COc1ccc(N(c2ccc(Oc3ccccc3)cc2)c2ccc(-c3ccc(-c4ccc(-c5cccs5)s4)s3)cc2)cc1,414.5264,0.7509531,17,2.5220723,5.5976257
CCN(CC)c1ccc2cc(N(c3ccc(Br)cc3)c3ccc(C=C(C#N)S(=O)(=O)c4ccccc4)cc3)ccc2c1,455.1975,0.9289992,17,3.725234,10.355307
CCCCCCN(CCCCCC)c1ccc(C(C=Cc2ccc(N(CCCC)CCCCC)cc2)c2ccc(NC(=O)c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)cc1,370.3433,0.0633093,17,1.7484112,8.478761
c1ccc(C2=NC(c3ccccc3)NC(n3c4ccc(-c5ccc(-n6c7ccccc7c7ccccc76)cc5)cc4c4ccc(-c5ccccc5)cc43)N2)cc1,336.3937,0.0035714,17,-0.7212624,6.7072473
CCCCN(c1ccc(C=C(C#N)C#N)cc1)c1ccc(-c2ccc(-c3ccc(-c4ccc(C=C(C#N)C#N)s4)cc3)s2)cc1,464.2738,0.9262766,17,7.270661,9.876341
CN(C)c1ccc(C2=CC(=CC3=CCCC(c4ccccc4)=C3)C=C2c2ccc(F)cc2)cc1,479.0059,0.9396423,17,-0.5275808,9.645967
CCCCCCN(c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1)c1ccc(-c2ccc(-c3ccc(C=c4sc(=C(C#N)C#N)n4CCCCCC)s3)s2)cc1,502.1302,0.7712475,17,7.2846155,9.694554
CCCCCCCCN1C(=O)C(=CCc2c(C#N)n(C)c3cc(Cl)ccc23)c2c(Cl)cccc21,352.1526,0.0141958,17,-0.018416168,8.3801365
N#CC(C#N)=Cc1ccc(-c2nc(C#N)c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)s4)cc3c2C#N)s1,533.4844,0.2263058,17,9.172928,10.772324
N#CC(C#N)=Cc1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(N(c7ccccc7)c7ccccc7)cc6)s5)cc4)s3)s2)s1,507.1364,0.7227385,17,8.86927,10.905751
C=CC=C1C=CC=C(C=Cc2nc3cc(N)ccc3nc2-c2ccccc2Cl)C1(C#N)C#N,499.5135,0.8431293,17,-2.1376853,8.702671
CCN1C(=C(C#N)C#N)C(C)(C)c2ccc(N(c3ccc(-c4ccc(C=C(C#N)C#N)s4)cc3)c3ccc(-c4ccc(C=C(C#N)C#N)s4)cc3)cc21,511.2265,0.6543658,17,8.918162,10.53016
CCCCCOc1ccc(C=Nc2ccc(-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)s3)s2)cc1,435.2773,0.8910071,17,3.6455903,6.1376696
CCCCCCn1c2ccccc2c2ccc(N(c3ccc(-c4ccc(C=C(C#N)C#N)s4)cc3)c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc21,505.7271,0.7318328,17,8.129186,9.464594
N#CC(=C(c1ccccc1)c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)s2)s1)c1cccs1,488.6906,0.8927327,17,2.1364439,5.493162
CCc1ccc2c(-c3ccc(N(C)C)cc3)cc(=NC)oc2c1,367.9365,0.0564835,17,0.103905,9.7940235
Nc1ccc(-c2cccc3cnc(N)nc23)cc1,351.3538,0.0137172,17,-2.3095438,8.060032
CN(C)c1ccc(N(c2ccc(F)cc2)c2ccc(-c3ccc(-c4sc(-c5cccs5)c5c4OCCO5)cc3)s2)cc1,425.0131,0.8571629,17,2.0822802,5.4449134
c1ccc(N(c2ccccc2)c2ccc(-c3ccc(-n4cc(-c5ccc6c(c5)sc5cc(N(c7ccccc7)c7ccccc7)ccc56)c5ccccc54)cc3)cc2)cc1,359.3503,0.0260256,17,0.14973652,5.85804
N#CC(C#N)=Cc1cc(-c2ncc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)cs1,468.9681,0.9374344,17,8.958265,11.246153
N#Cc1ccc2cnc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)n2n1,451.4325,0.9546062,17,0.69166106,5.5089674
CCCCCCOc1cc(-c2ccc(-c3ccncc3)s2)nc(-c2ccncc2)n1,342.8822,0.0064174,17,3.3913715,6.260354
N#CC(C#N)=Cc1ccc(-c2ccc(-c3ccncc3)s2)s1,452.5937,0.9684187,17,7.2040515,8.336829
CCCCCCN(c1ccc(C=Cc2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1)c1ccc(C=Cc2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,405.8809,0.5900631,17,2.02004,8.065033
CCCCN(c1ccc(C2=CC=c3c4sc(-c5ccc(-c6ccc(N(c7ccc(C#N)cc7)c7ccc(C=CC=C(C#N)C#N)cc7)cc6)o5)cc4c(n3CCCC)=C2)cc1)c1ccc(N(c2ccccc2)c2ccccc2)cc1,482.9085,0.8724697,17,7.127379,10.1265
CCCCCCOc1ccc2c(c1N(CCCCCC)CCCCCC)c(-c1ccc(N(c3ccc(OC)cc3)c3ccc(OC)cc3)cc1)c1ccc(OCCOCCOC)cc1[n+]2CCCCCC,525.0642,0.3551523,17,3.108576,6.3909945
CCN(CC)c1ccc2ccsc2c1,320.5303,0.0009376,17,1.2496008,9.64053
Cn1c(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc2c(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c(C#N)c(C#N)nc21,405.7506,0.6025602,17,0.5981208,5.401449
c1ccc(N(c2ccccc2)c2ccc(N(c3ccccc3)c3ccc(-c4ccc(-c5snc6ccccc56)s4)cc3)cc2)cc1,445.0459,0.9240063,17,1.9342637,4.99174
CCCCCC12C(=CC=CC1=C(C#N)C#N)N(CCOc1ccc(N(c3ccccc3)c3ccccc3)cc1)c1ccc(-c3cccs3)cc12,518.6401,0.5035701,17,3.4579973,6.055997
CCCCCCn1c2ccccc2c2ccc(C=NCCCn3cc(CCCCC=C(c4ccc(N(C)C)cc4)c4ccc(N(C)C)cc4)nn3)cc21,355.3682,0.0180044,17,0.1754244,7.9533043
CCCCCCSc1ccc2c(c1)C(C)(C)c1cc(C=C(C#N)C#N)ccc1N2c1ccc(OCCCC)cc1,480.9314,0.9056845,17,5.0983725,8.67409
N#CC(C#N)=Cc1ccc(N(c2ccccc2)c2ccccc2)cc1,452.4452,0.9681988,17,5.0690393,11.81795
N#CC(C#N)=Cc1ccc(N(c2ccccc2)c2ccc(-c3ccc(N(c4ccccc4)c4ccc(-c5ccc(C=C(C#N)C#N)o5)cc4)cc3)cc2)cc1,475.5346,0.9146967,17,6.79077,12.707793
C(=Cc1cccs1)c1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)cc1,394.3321,0.3695135,17,2.5993638,7.051378
N#CC(C#N)=Cc1ccccc1N(c1ccccc1)c1ccc(-c2ccc(-c3ccc(-c4ccc(N(c5ccc(C=C(C#N)c6ccc(F)cc6)cc5)c5ccc(N(c6ccccc6)c6ccccc6)cc5)cc4)s3)s2)cc1,448.2321,0.9012319,17,8.047412,11.247572
COCCN1C(=O)C(=Cc2ccccc2)C=C1c1ccccc1,420.3258,0.8589433,17,-0.94569445,7.98072
C=CCN(CC=C)c1ccc(C(C)(CCCCC)c2ccc(NC=C(C#N)C#N)cc2)cc1,384.5891,0.1987642,17,4.5095367,10.064664
N#CC(C#N)=Cc1ccc(-c2ccc(N(c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)s1,489.4831,0.880747,18,9.347072,9.916604
c1ccc(-c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc(-n3c4ccccc4c4ccccc43)c2)cc1,338.1952,0.004217,18,-0.12819085,6.0305676
CCCCCCOc1ccc(N(c2ccc(C=C(C#N)C#N)cc2)c2ccc3cc(-c4cc5ccc(N(CC)CC)cc5sc4=O)ccc3c2)cc1,458.0668,0.9118283,18,5.039829,7.478274
N#CC(C#N)=Cc1ccc2c(N)cccc2c1,442.6731,0.9567312,18,4.8431516,9.4639225
CN(C)c1ccc(C(=Cc2ccc(N(c3ccc(-c4ccc(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)s4)cc3)c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)c2ccc(F)cc2)cc1,401.109,0.4991557,18,3.2184782,8.062698
CN(C)c1ccc(C(C#N)=Cc2ccc(N(c3ccccc3)c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)cc1,427.7086,0.866426,18,4.352027,12.093083
CCCCCCN(c1ccc(C=C(C#N)C#N)cc1)c1ccc2c(=O)n(CCCCCC)c3ccccc3c2c1,452.5171,0.9154201,18,5.4950128,10.287343
N#CC(C#N)=Cc1ccc(-c2ccc(N(c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3)c3ccc(-c4nc(-c5ccccc5)c(-c5ccccc5)o4)cc3)cc2)s1,490.5708,0.8697019,18,9.343941,11.026824
Cc1ccc(S(=O)(=O)N=c2sc3cc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)ccc3n2-c2cc3c(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)c(-c4ccc(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)s4)cc(N(c4ccccc4)c4ccccc4)c3s2)cc1,391.8945,0.3096685,18,1.9905386,4.919855
