dataset,chembl_id,pref_name,smiles,inchikey,scaffold_class,core_name_ru,core_smiles,ring_system,chem_class,typical_use,core_examples,all_matched_cores,n_matched_cores,is_multicore,murcko_scaffold,murcko_generic,mw,heavy_atoms,clogp,tpsa,hbd,hba,rotb,rings,aromatic_rings,fsp3,n_stereocenters,qed,max_phase,natural_product
chembl_scaffold_classes,CHEMBL1241795,,CSc1ccc(/C=C(/SCc2ccc(C)cc2)C(=O)c2ccc(Cl)cc2)cc1,AYLXXBKBNYZVEN-HZHRSRAPSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C(=Cc1ccccc1)SCc1ccccc1)c1ccccc1,CC(C1CCCCC1)C(CCC1CCCCC1)CC1CCCCC1,425.02,28,7.528,17.07,0,3,7,3,3,0.125,0,0.22,,0
chembl_scaffold_classes,CHEMBL1241797,,Cc1cc(C)cc(/C=C(/SCc2ccc(F)cc2)C(=O)c2ccc(Br)cc2)c1,ZZEJJWIDVOLJDH-OEAKJJBVSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C(=Cc1ccccc1)SCc1ccccc1)c1ccccc1,CC(C1CCCCC1)C(CCC1CCCCC1)CC1CCCCC1,455.39,28,7.362,17.07,0,2,6,3,3,0.125,0,0.29,,0
chembl_scaffold_classes,CHEMBL1241799,,O=C(/C(=C\c1cc(Cl)c(O)c(Cl)c1)S(=O)(=O)Cc1ccc(Br)cc1)c1ccc(Br)cc1,XEPQZOJCZZWNSW-RGVLZGJSSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C(=Cc1ccccc1)S(=O)(=O)Cc1ccccc1)c1ccccc1,CC(C1CCCCC1)C(CC1CCCCC1)C(C)(C)CC1CCCCC1,605.13,31,7.063,71.44,1,4,6,3,3,0.0455,0,0.24,,0
chembl_scaffold_classes,CHEMBL1241800,,O=C(/C(=C\c1ccc(O)c([N+](=O)[O-])c1)S(=O)(=O)Cc1ccc(Br)cc1)c1c(F)c(F)c(F)c(F)c1F,YUGGZMSLOCNYCK-OVCLIPMQSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C(=Cc1ccccc1)S(=O)(=O)Cc1ccccc1)c1ccccc1,CC(C1CCCCC1)C(CC1CCCCC1)C(C)(C)CC1CCCCC1,592.29,36,5.597,114.58,1,6,7,3,3,0.0455,0,0.07,,0
chembl_scaffold_classes,CHEMBL1241801,,COc1ccc(OC)c(/C=C(/SCc2ccc(Cl)c(Cl)c2)C(=O)c2ccc(Cl)cc2)c1,CQLKUYDZTMJUJT-YDZHTSKRSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C(=Cc1ccccc1)SCc1ccccc1)c1ccccc1,CC(C1CCCCC1)C(CCC1CCCCC1)CC1CCCCC1,493.84,31,7.821,35.53,0,4,8,3,3,0.125,0,0.24,,0
chembl_scaffold_classes,CHEMBL1241802,,O=C(/C(=C\c1c(O)cc(O)cc1O)SCc1ccc(Cl)c(Cl)c1)c1ccc(Cl)cc1,OULJBBHRZDTLIG-UFFVCSGVSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C(=Cc1ccccc1)SCc1ccccc1)c1ccccc1,CC(C1CCCCC1)C(CCC1CCCCC1)CC1CCCCC1,481.78,30,6.921,77.76,3,5,6,3,3,0.0455,0,0.26,,0
chembl_scaffold_classes,CHEMBL1241803,,CSc1ccc(/C=C(/SCc2ccc(Br)cc2)C(=O)c2ccc(C(=O)O)cc2)cc1,ZYWGGRBKDWXNEV-HYARGMPZSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C(=Cc1ccccc1)SCc1ccccc1)c1ccccc1,CC(C1CCCCC1)C(CCC1CCCCC1)CC1CCCCC1,499.45,30,7.026,54.37,1,4,8,3,3,0.0833,0,0.2,,0
chembl_scaffold_classes,CHEMBL1241804,,COc1ccc(/C=C(/SCc2ccc(Cl)cc2)C(=O)c2ccc(C(=O)O)cc2)cc1,KBSLIPFYYKMOAS-HYARGMPZSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C(=Cc1ccccc1)SCc1ccccc1)c1ccccc1,CC(C1CCCCC1)C(CCC1CCCCC1)CC1CCCCC1,438.93,30,6.204,63.6,1,4,8,3,3,0.0833,0,0.33,,0
chembl_scaffold_classes,CHEMBL1241805,,O=C(O)c1ccc(C(=O)/C(=C\c2ccc(Br)c([N+](=O)[O-])c2)SCc2ccccc2Cl)cc1,JJINKNIJKQELST-CIAFOILYSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C(=Cc1ccccc1)SCc1ccccc1)c1ccccc1,CC(C1CCCCC1)C(CCC1CCCCC1)CC1CCCCC1,532.8,32,6.866,97.51,1,5,8,3,3,0.0435,0,0.15,,0
chembl_scaffold_classes,CHEMBL1241806,,Nc1ccc(/C=C(/SCc2ccc(F)cc2)C(=O)c2ccc(C(=O)O)cc2)cc1[N+](=O)[O-],CTCKHYGSCIOPJJ-CIAFOILYSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C(=Cc1ccccc1)SCc1ccccc1)c1ccccc1,CC(C1CCCCC1)C(CCC1CCCCC1)CC1CCCCC1,452.46,32,5.172,123.53,2,6,8,3,3,0.0435,0,0.16,,0
chembl_scaffold_classes,CHEMBL1241865,,O=C(O)c1ccc(C(=O)/C(=C\c2ccc(F)c([N+](=O)[O-])c2)S(=O)(=O)Cc2ccc(Br)cc2)cc1,QTDLFLICKNSYJL-CIAFOILYSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C(=Cc1ccccc1)S(=O)(=O)Cc1ccccc1)c1ccccc1,CC(C1CCCCC1)C(CC1CCCCC1)C(C)(C)CC1CCCCC1,548.34,34,5.033,131.65,1,6,8,3,3,0.0435,0,0.18,,0
chembl_scaffold_classes,CHEMBL1241866,,O=C(O)c1ccc(C(=O)/C(=C\c2ccc(Cl)c([N+](=O)[O-])c2)S(=O)(=O)Cc2ccc(Br)cc2)cc1,YDUITYVCCZLBSC-CIAFOILYSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C(=Cc1ccccc1)S(=O)(=O)Cc1ccccc1)c1ccccc1,CC(C1CCCCC1)C(CC1CCCCC1)C(C)(C)CC1CCCCC1,564.8,34,5.548,131.65,1,6,8,3,3,0.0435,0,0.16,,0
chembl_scaffold_classes,CHEMBL1241867,,O=C(/C(=C\c1ccc(I)cc1)S(=O)(=O)c1ccc(Br)cc1)c1ccc(Br)cc1,WFJZQBNNFYIGMM-DEDYPNTBSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C(=Cc1ccccc1)S(=O)(=O)c1ccccc1)c1ccccc1,CC(C1CCCCC1)C(CC1CCCCC1)C(C)(C)C1CCCCC1,632.11,28,6.514,51.21,0,3,5,3,3,0.0,0,0.18,,0
chembl_scaffold_classes,CHEMBL1241868,,O=C(/C(=C\c1ccc(Br)cc1)Sc1ccccc1Br)c1ccc(Br)cc1,HQFRLNQLWMRDCV-DEDYPNTBSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C(=Cc1ccccc1)Sc1ccccc1)c1ccccc1,CC(C1CCCCC1)C(CC1CCCCC1)CC1CCCCC1,553.11,26,7.99,17.07,0,2,5,3,3,0.0,0,0.18,,0
chembl_scaffold_classes,CHEMBL1241869,,O=C(/C(=C\c1ccc(Br)c([N+](=O)[O-])c1)S(=O)(=O)c1ccc(Br)cc1)c1ccc(Br)cc1,SFDNCEAETXVHKT-UDWIEESQSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C(=Cc1ccccc1)S(=O)(=O)c1ccccc1)c1ccccc1,CC(C1CCCCC1)C(CC1CCCCC1)C(C)(C)C1CCCCC1,630.11,31,6.58,94.35,0,5,6,3,3,0.0,0,0.13,,0
chembl_scaffold_classes,CHEMBL1241870,,COc1ccc(C(=O)/C(=C\c2ccc(Br)cc2)Sc2ccc(F)cc2)cc1,YFDSKIKKFNHWNX-KGENOOAVSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C(=Cc1ccccc1)Sc1ccccc1)c1ccccc1,CC(C1CCCCC1)C(CC1CCCCC1)CC1CCCCC1,443.34,27,6.613,26.3,0,3,6,3,3,0.0455,0,0.24,,0
chembl_scaffold_classes,CHEMBL1241873,,COc1ccc(/C=C(/SCc2ccc(Cl)cc2)C(=O)c2ccc(Br)cc2)cc1O,ADKOJHOZUVPDHL-LPYMAVHISA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C(=Cc1ccccc1)SCc1ccccc1)c1ccccc1,CC(C1CCCCC1)C(CCC1CCCCC1)CC1CCCCC1,489.82,29,6.974,46.53,1,4,7,3,3,0.087,0,0.29,,0
chembl_scaffold_classes,CHEMBL1241874,,Cc1ccc(S/C(=C/c2ccc(Cl)cc2)C(=O)c2ccc(Cl)cc2)cc1,YQQZBMHDPKUFHP-KGENOOAVSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C(=Cc1ccccc1)Sc1ccccc1)c1ccccc1,CC(C1CCCCC1)C(CC1CCCCC1)CC1CCCCC1,399.34,26,7.318,17.07,0,2,5,3,3,0.0455,0,0.25,,0
chembl_scaffold_classes,CHEMBL1241875,,O=C(/C(=C\c1ccccc1OCc1ccccc1)S(=O)(=O)c1ccc(Br)cc1)c1ccc(Cl)cc1,ZYABUJXVMLWUGR-OVVQPSECSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C(=Cc1ccccc1OCc1ccccc1)S(=O)(=O)c1ccccc1)c1ccccc1,CC(C1CCCCC1)C(CC1CCCCC1CCC1CCCCC1)C(C)(C)C1CCCCC1,567.89,35,7.379,60.44,0,4,8,4,4,0.0357,0,0.16,,0
chembl_scaffold_classes,CHEMBL1241876,,Cc1ccc(S/C(=C/c2ccc(F)cc2C(F)(F)F)C(=O)c2ccc(Br)cc2)cc1,NRUDCAFESDFNCK-CIAFOILYSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C(=Cc1ccccc1)Sc1ccccc1)c1ccccc1,CC(C1CCCCC1)C(CC1CCCCC1)CC1CCCCC1,495.34,30,7.932,17.07,0,2,5,3,3,0.087,0,0.15,,0
chembl_scaffold_classes,CHEMBL1241879,,O=C(/C(=C\c1ccc(OCc2ccccc2)cc1)SCc1ccc(Cl)cc1)c1ccc(Cl)cc1,OQXDAZWKYNBDEA-MTDXEUNCSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C(=Cc1ccc(OCc2ccccc2)cc1)SCc1ccccc1)c1ccccc1,CC(C1CCCCC1)C(CCC1CCCCC1)CC1CCC(CCC2CCCCC2)CC1,505.47,34,8.73,26.3,0,3,9,4,4,0.069,0,0.17,,0
chembl_scaffold_classes,CHEMBL1241880,,O=C(/C(=C\c1ccc(Br)cc1)SCc1ccc(F)cc1)c1ccc(Cl)cc1,SPBZUQIENWXGGA-FYJGNVAPSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C(=Cc1ccccc1)SCc1ccccc1)c1ccccc1,CC(C1CCCCC1)C(CCC1CCCCC1)CC1CCCCC1,461.78,27,7.399,17.07,0,2,6,3,3,0.0455,0,0.28,,0
chembl_scaffold_classes,CHEMBL1241884,,Cc1cc(C)cc(/C=C(\C(=O)c2ccc(Br)cc2)S(=O)(=O)Cc2ccc(F)cc2)c1,LRDQEYDFJLWBMU-OEAKJJBVSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C(=Cc1ccccc1)S(=O)(=O)Cc1ccccc1)c1ccccc1,CC(C1CCCCC1)C(CC1CCCCC1)C(C)(C)CC1CCCCC1,487.39,30,6.044,51.21,0,3,6,3,3,0.125,0,0.31,,0
chembl_scaffold_classes,CHEMBL1241885,,CN(C)c1ccc(/C=C(\C(=O)c2ccc(Br)cc2)S(=O)(=O)Cc2ccc(F)cc2)cc1,XJDMGJHLNCQVCP-HZHRSRAPSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C(=Cc1ccccc1)S(=O)(=O)Cc1ccccc1)c1ccccc1,CC(C1CCCCC1)C(CC1CCCCC1)C(C)(C)CC1CCCCC1,502.41,31,5.493,54.45,0,4,7,3,3,0.125,0,0.32,,0
chembl_scaffold_classes,CHEMBL1241886,,O=C(/C(=C\c1ccc(O)c(C(=O)O)c1)SCc1ccc(Br)cc1)c1ccc(Br)cc1,DEDKBBQFLPTKAE-CIAFOILYSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C(=Cc1ccccc1)SCc1ccccc1)c1ccccc1,CC(C1CCCCC1)C(CCC1CCCCC1)CC1CCCCC1,548.25,30,6.773,74.6,2,4,7,3,3,0.0435,0,0.25,,0
chembl_scaffold_classes,CHEMBL1241888,,COc1ccccc1/C=C(/SCc1ccccc1F)C(=O)c1ccc(Cl)cc1,YBVUYMWQSSGKFP-HYARGMPZSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C(=Cc1ccccc1)SCc1ccccc1)c1ccccc1,CC(C1CCCCC1)C(CCC1CCCCC1)CC1CCCCC1,412.91,28,6.645,26.3,0,3,7,3,3,0.087,0,0.32,,0
chembl_scaffold_classes,CHEMBL1241889,,O=C(/C(=C\c1ccc(Cl)cc1)SCc1ccc(F)cc1)c1ccc(Cl)cc1,YIGMQRBRRPIFMU-FYJGNVAPSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C(=Cc1ccccc1)SCc1ccccc1)c1ccccc1,CC(C1CCCCC1)C(CCC1CCCCC1)CC1CCCCC1,417.33,27,7.29,17.07,0,2,6,3,3,0.0455,0,0.31,,0
chembl_scaffold_classes,CHEMBL1241890,,O=C(O)c1ccc(C(=O)/C(=C\c2ccc(Br)cc2)SCc2ccc(F)cc2)cc1,FBDIAPFOJQYXFY-FYJGNVAPSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C(=Cc1ccccc1)SCc1ccccc1)c1ccccc1,CC(C1CCCCC1)C(CCC1CCCCC1)CC1CCCCC1,471.35,29,6.444,54.37,1,3,7,3,3,0.0435,0,0.32,,0
chembl_scaffold_classes,CHEMBL1241891,,O=C(/C(=C\c1ccc(F)c([N+](=O)[O-])c1)SCc1ccc(Br)cc1)c1ccc(C(F)(F)F)cc1,GEXRIUQWXKWMPC-CIAFOILYSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C(=Cc1ccccc1)SCc1ccccc1)c1ccccc1,CC(C1CCCCC1)C(CCC1CCCCC1)CC1CCCCC1,540.33,33,7.672,60.21,0,4,7,3,3,0.087,0,0.1,,0
chembl_scaffold_classes,CHEMBL1241892,,Cc1ccc(CS/C(=C/c2ccc(C(=O)O)cc2)C(=O)c2ccc(Cl)c([N+](=O)[O-])c2)cc1,XLUBTBIOPJTWDL-WSDLNYQXSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C(=Cc1ccccc1)SCc1ccccc1)c1ccccc1,CC(C1CCCCC1)C(CCC1CCCCC1)CC1CCCCC1,467.93,32,6.412,97.51,1,5,8,3,3,0.0833,0,0.18,,0
chembl_scaffold_classes,CHEMBL1241893,,O=C(/C(=C\c1ccc(F)c([N+](=O)[O-])c1)SCc1ccc(Br)cc1)c1ccc(Cl)c([N+](=O)[O-])c1,LEELULXIGAIYHL-UFFVCSGVSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C(=Cc1ccccc1)SCc1ccccc1)c1ccccc1,CC(C1CCCCC1)C(CCC1CCCCC1)CC1CCCCC1,551.78,33,7.215,103.35,0,6,8,3,3,0.0455,0,0.13,,0
chembl_scaffold_classes,CHEMBL1241952,,O=C(O)c1ccc(C(=O)/C(=C\c2ccc(F)c([N+](=O)[O-])c2)Sc2ccc(Br)cc2)cc1,TUEHKCPVDTZTQU-UDWIEESQSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C(=Cc1ccccc1)Sc1ccccc1)c1ccccc1,CC(C1CCCCC1)C(CC1CCCCC1)CC1CCCCC1,502.32,31,6.211,97.51,1,5,7,3,3,0.0,0,0.14,,0
chembl_scaffold_classes,CHEMBL1241953,,COc1cc(/C=C(/SCc2ccc(Br)cc2)C(=O)c2ccc(C(=O)O)cc2)ccc1F,ZHTVLZPADKXPAJ-LPYMAVHISA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C(=Cc1ccccc1)SCc1ccccc1)c1ccccc1,CC(C1CCCCC1)C(CCC1CCCCC1)CC1CCCCC1,501.37,31,6.452,63.6,1,4,8,3,3,0.0833,0,0.28,,0
chembl_scaffold_classes,CHEMBL1241954,,O=C(/C(=C\c1ccc(Br)cc1)S(=O)(=O)c1ccccc1Br)c1ccc(Br)cc1,HGXXTSMBBISLOJ-DEDYPNTBSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C(=Cc1ccccc1)S(=O)(=O)c1ccccc1)c1ccccc1,CC(C1CCCCC1)C(CC1CCCCC1)C(C)(C)C1CCCCC1,585.11,28,6.672,51.21,0,3,5,3,3,0.0,0,0.25,,0
chembl_scaffold_classes,CHEMBL1241955,,O=C(/C(=C\c1ccc(Cl)cc1Cl)Sc1ccc(Br)cc1)c1ccc(Br)cc1,MCEDVNDQGHQBES-RGVLZGJSSA-N,chalcone,"халкон (1,3-дифенилпроп-2-ен-1-он)",O=C(C=Cc1ccccc1)c1ccccc1,"два бензола, связанных еноном (открытая цепь)",флавоноид (предшественник),"предшественники флавоноидов, NLO-хромофоры",изоликвиритигенин,chalcone,1,0,O=C(C(=Cc1ccccc1)Sc1ccccc1)c1ccccc1,CC(C1CCCCC1)C(CC1CCCCC1)CC1CCCCC1,543.11,27,8.534,17.07,0,2,5,3,3,0.0,0,0.18,,0
